syllabus_id,year,course_title,subtitle,departments,grade,campus,term_schedule,credits,note,extraction_time,created_at,all_instructors_kanji,all_instructors_kana
C1SEM30250,2025,社会学演習ⅠＢ,卒業論文で報告する研究・調査およびその成果の報告,社会学部,3年次～4年次,深草,後期　木４(C310),2,,2025-06-02 00:19:56,2025-06-01 15:20:00,清家　竜介,セイケ　リュウスケ
C1SEM30260,2025,社会学演習ⅠＢ,卒業論文で報告する研究・調査およびその成果の報告,社会学部,4年次,深草,後期　月４(C305),2,,2025-06-02 00:19:56,2025-06-01 15:20:00,津島　昌弘,ツシマ　マサヒロ
C1SEM30270,2025,社会学演習ⅠＢ,卒業論文で報告する研究・調査およびその成果の報告,社会学部,3年次～4年次,深草,後期　火４(C317),2,,2025-06-02 00:19:54,2025-06-01 15:19:56,津島　昌弘,ツシマ　マサヒロ
C1SEM30280,2025,,,,,,,,,2025-06-01 22:26:10,2025-06-01 13:26:10,,
C1SEM30290,2025,,,,,,,,,2025-06-01 22:26:10,2025-06-01 13:26:11,,
C1SEM30299,2025,社会学演習ⅠＢ,卒業論文で報告する研究・調査およびその成果の報告,社会学部,3年次～4年次,深草,後期　火４(C999),2,,2025-06-02 00:19:54,2025-06-01 15:19:56,黒田　浩一郎,クロダ　コウイチロウ
C1SEM30300,2025,,,,,,,,,2025-06-01 22:26:20,2025-06-01 13:26:20,,
C1SEM30310,2025,,,,,,,,,2025-06-01 22:26:29,2025-06-01 13:26:29,,
C1SEM30320,2025,,,,,,,,,2025-06-01 22:27:06,2025-06-01 13:27:06,,
C1SEM30330,2025,社会学演習ⅠＢ,卒業論文で報告する研究・調査およびその成果の報告,社会学部,3年次～4年次,深草,後期　金４(C304),2,,2025-06-02 00:19:54,2025-06-01 15:19:56,渡辺　めぐみ,ワタナベ　メグミ
C1SEM40010,2025,,,,,,,,,2025-06-01 22:27:09,2025-06-01 13:27:09,,
C1SEM40020,2025,社会学演習ⅡＡ,研究の総括と卒業論文の作成,社会学部,4年次,深草,前期　木４(C211),2,,2025-06-02 00:19:54,2025-06-01 15:19:56,工藤　保則,クドウ　ヤスノリ
C1SEM40030,2025,社会学演習ⅡＡ,研究の総括と卒業論文の作成,社会学部,4年次,深草,前期　木４(C212),2,,2025-06-02 00:20:37,2025-06-01 15:20:37,黒田　浩一郎,クロダ　コウイチロウ
C1SEM40050,2025,社会学演習ⅡＡ,研究の総括と卒業論文の作成,社会学部,4年次,深草,前期　月４(C207),2,,2025-06-02 00:20:37,2025-06-01 15:20:37,清家　竜介,セイケ　リュウスケ
C1SEM40060,2025,社会学演習ⅡＡ,研究の総括と卒業論文の作成,社会学部,4年次,深草,前期　月４(C208),2,,2025-06-02 00:20:37,2025-06-01 15:20:37,津島　昌弘,ツシマ　マサヒロ
C1SEM40070,2025,社会学演習ⅡＡ,研究の総括と卒業論文の作成,社会学部,4年次,深草,前期　火４(C222),2,,2025-06-02 00:20:37,2025-06-01 15:20:43,津島　昌弘,ツシマ　マサヒロ
C1SEM40090,2025,社会学演習ⅡＡ,研究の総括と卒業論文の作成,社会学部,4年次,深草,前期　木４(C213),2,,2025-06-02 00:20:38,2025-06-01 15:20:43,舟橋　健太,フナハシ　ケンタ
C1SEM40100,2025,,,,,,,,,2025-06-01 22:28:13,2025-06-01 13:28:13,,
C1SEM40110,2025,社会学演習ⅡＡ,研究の総括と卒業論文の作成,社会学部,4年次,深草,前期　木４(C214),2,,2025-06-02 00:20:42,2025-06-01 15:20:44,村澤　真保呂,ムラサワ　マホロ
C1SEM40120,2025,,,,,,,,,2025-06-01 22:28:16,2025-06-01 13:28:16,,
C1SEM40130,2025,,研究の総括と卒業論文の作成,社会学部,4年次,深草,前期　木４(C216),2,,2025-06-02 00:20:41,2025-06-01 15:20:44,松岡　亮二,マツオカ　リョウジ
C1SEM40140,2025,社会学演習ⅡＡ,研究の総括と卒業論文の作成,社会学部,4年次,深草,前期　木４(C217),2,,2025-06-02 00:20:43,2025-06-01 15:20:44,閻　美芳,ヤン　メイファン
C1SEM40210,2025,社会学演習ⅡＢ,研究の総括と卒業論文の作成,社会学部,4年次,深草,後期　金２(C303),2,,2025-06-02 00:21:16,2025-06-01 15:21:19,猪瀬　優理,イノセ　ユリ
C1SEM40220,2025,社会学演習ⅡＢ,研究の総括と卒業論文の作成,社会学部,4年次,深草,後期　木４(C318),2,,2025-06-02 00:21:19,2025-06-01 15:21:20,工藤　保則,クドウ　ヤスノリ
C1SEM40230,2025,社会学演習ⅡＢ,研究の総括と卒業論文の作成,社会学部,4年次,深草,後期　木４(C319),2,,2025-06-02 00:21:19,2025-06-01 15:21:20,黒田　浩一郎,クロダ　コウイチロウ
C1SEM40250,2025,社会学演習ⅡＢ,研究の総括と卒業論文の作成,社会学部,4年次,深草,後期　月４(C309),2,,2025-06-02 00:21:27,2025-06-01 15:21:28,清家　竜介,セイケ　リュウスケ
C1SEM40260,2025,,,,,,,,,2025-06-01 22:29:17,2025-06-01 13:29:17,,
C1SEM40270,2025,社会学演習ⅡＢ,研究の総括と卒業論文の作成,社会学部,4年次,深草,後期　火４(C323),2,,2025-06-02 00:21:27,2025-06-01 15:21:28,津島　昌弘,ツシマ　マサヒロ
C1SEM40290,2025,社会学演習ⅡＢ,研究の総括と卒業論文の作成,社会学部,4年次,深草,後期　木４(C320),2,,2025-06-02 00:21:28,2025-06-01 15:21:28,舟橋　健太,フナハシ　ケンタ
C1SEM40300,2025,社会学演習ⅡＢ,研究の総括と卒業論文の作成,社会学部,4年次,深草,後期　金４(C306),2,,2025-06-02 00:21:27,2025-06-01 15:21:28,吉田　竜司,ヨシダ　リユウジ
C1SEM40310,2025,社会学演習ⅡＢ,研究の総括と卒業論文の作成,社会学部,4年次,深草,後期　木４(C321),2,,2025-06-02 00:21:31,2025-06-01 15:21:36,村澤　真保呂,ムラサワ　マホロ
C1SEM40320,2025,社会学演習ⅡＢ,研究の総括と卒業論文の作成,社会学部,4年次,深草,後期　金３(C301),2,,2025-06-02 00:21:58,2025-06-01 15:21:58,渡辺　めぐみ,ワタナベ　メグミ
C1SEM40330,2025,社会学演習ⅡＢ,研究の総括と卒業論文の作成,社会学部,4年次,深草,後期　木４(C322),2,,2025-06-02 00:22:27,2025-06-01 15:22:27,松岡　亮二,マツオカ　リョウジ
C1SEM40340,2025,社会学演習ⅡＢ,研究の総括と卒業論文の作成,社会学部,4年次,深草,後期　木４(C323),2,,2025-06-02 00:22:26,2025-06-01 15:22:27,閻　美芳,ヤン　メイファン
C1WR1A0210,2025,ライティング実習ⅠA,インターネット、ワードプロセッサ、およびプレゼンテーションの基礎,社会学部,1年次～4年次,深草,後期　火５(C301),1,,2025-06-02 00:22:26,2025-06-01 15:22:27,杉山　善明,スギヤマ　ヨシアキ
C1WR1B0210,2025,,,,,,,,,2025-06-01 22:31:29,2025-06-01 13:31:29,,
C1WR2A0010,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　火３(C201),1,,2025-06-02 00:22:26,2025-06-01 15:22:27,柴田　和子,シバタ　カズコ
C1WR2A0020,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　火３(C202),1,,2025-06-02 00:22:26,2025-06-01 15:22:27,吉田　秀和,ヨシダ　ヒデカズ
C1WR2A0030,2025,,,,,,,,,2025-06-01 22:31:31,2025-06-01 13:31:31,,
C1WR2A0040,2025,,,,,,,,,2025-06-01 22:31:31,2025-06-01 13:31:31,,
C1WR2A0050,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　火４(C202),1,,2025-06-02 00:22:26,2025-06-01 15:22:27,吉田　秀和,ヨシダ　ヒデカズ
C1WR2A0060,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　火３(C204),1,,2025-06-02 00:22:26,2025-06-01 15:22:27,玉本　拓郎,タマモト　タクロウ
C1WR2A0070,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　火４(C203),1,,2025-06-02 00:22:26,2025-06-01 15:22:27,湯川　宗紀,ユカワ　ムネキ
C1WR2A0080,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　火４(C204),1,,2025-06-02 00:23:07,2025-06-01 15:23:13,多田　敦士,タダ　アツシ
C1WR2A0090,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　木３(C201),1,,2025-06-02 00:23:11,2025-06-01 15:23:13,松本　拓,マツモト　タク
C1WR2A0100,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　木３(C202),1,,2025-06-02 00:23:12,2025-06-01 15:23:13,杉山　善明,スギヤマ　ヨシアキ
C1WR2A0110,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　木３(C203),1,,2025-06-02 00:23:12,2025-06-01 15:23:13,松野　靖子,マツノ　ヤスコ
C1WR2A0120,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　木３(C204),1,,2025-06-02 00:23:12,2025-06-01 15:23:13,秦野　伸介,ハタノ　シンスケ
C1WR2A0130,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　木４(C201),1,,2025-06-02 00:23:12,2025-06-01 15:23:13,松野　靖子,マツノ　ヤスコ
C1WR2A0140,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　木４(C202),1,,2025-06-02 00:23:12,2025-06-01 15:23:13,山本　哲司,ヤマモト　テツジ
C1WR2A0150,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　木４(C203),1,,2025-06-02 00:23:21,2025-06-01 15:23:22,吉　深佳,キチ　シンカ
C1WR2A0160,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,前期　木４(C204),1,,2025-06-02 00:23:55,2025-06-01 15:23:58,保田　その,ヤスダ　ソノ
C1WR2A0210,2025,ライティング実習ⅡA,論文・レポートの書き方を学ぶ,社会学部,2年次～4年次,深草,後期　木５(C301),1,,2025-06-02 00:23:56,2025-06-01 15:23:59,柴田　和子,シバタ　カズコ
C1WR2B0010,2025,,,,,,,,,2025-06-01 22:33:33,2025-06-01 13:33:33,,
C1WR2B0020,2025,ライティング実習ⅡB,学術論文を書くための技能を身につける,社会学部,2年次～4年次,深草,後期　火３(C306),1,,2025-06-02 00:23:57,2025-06-01 15:24:00,吉田　秀和,ヨシダ　ヒデカズ
C1WR2B0030,2025,,,,,,,,,2025-06-01 22:33:40,2025-06-01 13:33:40,,
C1WR2B0040,2025,,,,,,,,,2025-06-01 22:33:40,2025-06-01 13:33:40,,
C1WR2B0050,2025,ライティング実習ⅡB,学術論文を書くための技能を身につける,社会学部,2年次～4年次,深草,後期　火４(C306),1,,2025-06-02 00:24:01,2025-06-01 15:24:04,吉田　秀和,ヨシダ　ヒデカズ
C1WR2B0060,2025,,,,,,,,,2025-06-01 22:34:33,2025-06-01 13:34:33,,
C1WR2B0070,2025,ライティング実習ⅡB,学術論文を書くための技能を身につける,社会学部,2年次～4年次,深草,後期　火４(C307),1,,2025-06-02 00:24:00,2025-06-01 15:24:04,湯川　宗紀,ユカワ　ムネキ
C1WR2B0080,2025,ライティング実習ⅡB,学術論文を書くための技能を身につける,社会学部,2年次～4年次,深草,後期　火４(C308),1,,2025-06-02 00:24:00,2025-06-01 15:24:04,多田　敦士,タダ　アツシ
C1WR2B0090,2025,,,,,,,,,2025-06-01 22:34:44,2025-06-01 13:34:44,,
C1WR2B0100,2025,ライティング実習ⅡB,学術論文を書くための技能を身につける,社会学部,2年次～4年次,深草,後期　木３(C306),1,,2025-06-02 00:24:01,2025-06-01 15:24:05,杉山　善明,スギヤマ　ヨシアキ
C1WR2B0110,2025,,,,,,,,,2025-06-01 22:34:47,2025-06-01 13:34:47,,
C1WR2B0120,2025,ライティング実習ⅡB,学術論文を書くための技能を身につける,社会学部,2年次～4年次,深草,後期　木３(C308),1,,2025-06-02 00:24:07,2025-06-01 15:24:09,秦野　伸介,ハタノ　シンスケ
C1WR2B0130,2025,ライティング実習ⅡB,学術論文を書くための技能を身につける,社会学部,2年次～4年次,深草,後期　木４(C305),1,,2025-06-02 00:24:41,2025-06-01 15:24:42,松野　靖子,マツノ　ヤスコ
C1WR2B0140,2025,ライティング実習ⅡB,学術論文を書くための技能を身につける,社会学部,2年次～4年次,深草,後期　木４(C306),1,,2025-06-02 00:25:12,2025-06-01 15:25:13,山本　哲司,ヤマモト　テツジ
C1WR2B0150,2025,ライティング実習ⅡB,学術論文を書くための技能を身につける,社会学部,2年次～4年次,深草,後期　木４(C307),1,,2025-06-02 00:25:12,2025-06-01 15:25:13,吉　深佳,キチ　シンカ
C1WR2B0160,2025,ライティング実習ⅡB,学術論文を書くための技能を身につける,社会学部,2年次～4年次,深草,後期　木４(C308),1,,2025-06-02 00:25:12,2025-06-01 15:25:13,保田　その,ヤスダ　ソノ
C1WR2B0210,2025,,,,,,,1,,2025-06-02 00:25:10,2025-06-01 15:25:13,柴田　和子,シバタ　カズコ
C1WR2B0220,2025,,,,,,,,,2025-06-01 22:35:48,2025-06-01 13:35:48,,
C200000100,2025,,,,,,,,,2025-06-01 22:35:57,2025-06-01 13:35:57,,
C200000200,2025,寺院活動論,現代社会の中の寺院活動、その理念と歴史,社会学部,2年次～4年次,深草,前期　火１(C218),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:25:12,2025-06-01 15:25:13,井上　見淳,イノウエ　ケンジユン
C200000400,2025,アウトドアスポーツ演習Ｂ,,社会学部,2年次～4年次,深草,後期　集中(C387),2,,2025-06-02 00:25:15,2025-06-01 15:25:21,井上　辰樹,イノウエ　タツキ
C200000600,2025,健康とライフスタイル,,社会学部,1年次～4年次,深草,前期　木３(C257),2,ＣＭ、１年次配当,2025-06-02 00:25:12,2025-06-01 15:25:13,井上　辰樹,イノウエ　タツキ
C200000700,2025,健康とライフスタイル,,社会学部,3年次～4年次,深草,前期　木３(C258),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）
社会、現代福祉３年次配当",2025-06-02 00:25:12,2025-06-01 15:25:13,井上　辰樹,イノウエ　タツキ
C200000800,2025,ニュースライティング演習,ニュース・ライティングに挑もう　　速く、やさしく、的確に,社会学部,3年次～4年次,深草,後期　水２(C316),2,,2025-06-02 00:25:56,2025-06-01 15:26:01,井上　理砂子,イノウエ　リサコ
C200000900,2025,メディア特論Ａ,メディアを通して現代社会の課題を知る。情報を選別し、「真実」を見極めるリテラシーを養う。,社会学部,2年次～4年次,深草,前期　水２(C214),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:26:01,2025-06-01 15:26:06,井上　理砂子,イノウエ　リサコ
C200001000,2025,リーディングとライティングⅠ,社会とつながる文章を読もう。そして、的確に表現しよう。,社会学部,1年次～4年次,深草,前期　水３(C211),2,,2025-06-02 00:26:01,2025-06-01 15:26:06,井上　理砂子,イノウエ　リサコ
C200001001,2025,,,,,,,,,2025-06-01 22:37:49,2025-06-01 13:37:49,,
C200001100,2025,リーディングとライティングⅠ,社会とつながる文章を読もう。そして、的確に表現しよう。,社会学部,1年次～4年次,深草,前期　水４(C206),2,,2025-06-02 00:26:01,2025-06-01 15:26:06,井上　理砂子,イノウエ　リサコ
C200001101,2025,,,,,,,,,2025-06-01 22:37:49,2025-06-01 13:37:49,,
C200001200,2025,リーディングとライティングⅡ,アカデミック・ライティング　ー論文を書く知識を広げ、論理的な文を書くー,社会学部,1年次～4年次,深草,後期　水３(C313),2,,2025-06-02 00:26:02,2025-06-01 15:26:06,井上　理砂子,イノウエ　リサコ
C200001201,2025,文章表現の技術（発展）,アカデミック・ライティング　ー論文を書く知識を広げ、論理的な文を書くー,社会学部,1年次～4年次,深草,後期　水３(C314),2,,2025-06-02 00:26:08,2025-06-01 15:26:12,井上　理砂子,イノウエ　リサコ
C200001300,2025,クラブ活動演習Ａ,スポーツのクラブ活動の運営方法について学ぶ,社会学部,1年次～4年次,深草,前期　水２(C226),2,,2025-06-02 00:26:08,2025-06-01 15:26:12,河北　純子,カワキタ　ジュンコ
C200001400,2025,レクリエーション実技Ａ,レクリエーションの技能を身につける,社会学部,2年次～4年次,深草,後期　水２(C320),1,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:26:07,2025-06-01 15:26:12,河北　純子,カワキタ　ジュンコ
C200001500,2025,,,,,,,,,2025-06-02 00:26:41,2025-06-01 15:26:42,貫井　隆,ヌクイ　タカシ
C200001600,2025,アウトドアスポーツ演習Ａ,アウトドアスポーツの技能を身につける,社会学部,2年次～4年次,深草,サ集　集中(C086),2,,2025-06-02 00:26:52,2025-06-01 15:26:55,久保　和之,クボ　カズユキ
C200001700,2025,クラブ活動演習Ｂ,,社会学部,1年次～4年次,深草,後期　集中(C384),2,,2025-06-02 00:26:52,2025-06-01 15:26:56,久保　和之,クボ　カズユキ
C200001800,2025,レクリエーション運営,「楽しい」をつくる方法を学ぶ,社会学部,2年次～4年次,深草,前期　木３(C259),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:26:52,2025-06-01 15:26:56,久保　和之,クボ　カズユキ
C200001900,2025,レクリエーション演習,海洋型レクリエーションの技法を学ぶ,社会学部,3年次～4年次,深草,サ集　集中(C089),2,,2025-06-02 00:26:52,2025-06-01 15:26:55,久保　和之,クボ　カズユキ
C200001901,2025,レクリエーション演習,海洋型レクリエーションの技法を学ぶ,社会学部,3年次～4年次,その他,サ集　集中(C088),2,,2025-06-02 00:26:57,2025-06-01 15:27:01,井上　辰樹,イノウエ　タツキ
C200002000,2025,レクリエーション実技Ａ,レクリエーションの技能を身につける,社会学部,2年次～4年次,深草,後期　木１(C302),1,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:26:57,2025-06-01 15:27:01,久保　和之,クボ　カズユキ
C200002100,2025,レクリエーション実技Ｂ,レクリエーションの技法を学ぶ,社会学部,3年次～4年次,深草,前期　木１(C203),1,,2025-06-02 00:26:57,2025-06-01 15:27:01,久保　和之,クボ　カズユキ
C200002200,2025,宗教学概論,宗教を学問的に分析する,社会学部,2年次～4年次,深草,通年　木３(C125),4,,2025-06-02 00:27:25,2025-06-01 15:27:25,古莊　匡義,フルソウ　タダヨシ
C200002300,2025,,近代日本の宗教の諸相,社会学部,2年次～4年次,深草,前期　金１(C204),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:27:57,2025-06-01 15:27:58,古莊　匡義,フルソウ　タダヨシ
C200002400,2025,日本の宗教論,,社会学部,2年次～4年次,深草,前期　火４(C235),2,,2025-06-02 00:27:57,2025-06-01 15:27:58,樽田　勇樹,タルタ　ユウキ
C200002500,2025,,,,,,,,,2025-06-01 22:39:52,2025-06-01 13:39:53,,
C200002600,2025,,,,,,,,,2025-06-01 22:39:54,2025-06-01 13:39:54,,
C200002700,2025,ファシリテーション技法,,社会学部,2年次～4年次,深草,後期　水３(C315),2,,2025-06-02 00:27:55,2025-06-01 15:27:58,坂本　清彦,サカモト　キヨヒコ
C200002701,2025,,,,,,,,,2025-06-01 22:40:49,2025-06-01 13:40:49,,
C200002709,2025,,,,,,,,,2025-06-01 22:40:49,2025-06-01 13:40:50,,
C200003000,2025,,,,,,,,,2025-06-02 00:27:56,2025-06-01 15:27:58,数実　浩佑,カズミ　コウスケ
C200003100,2025,,,,,,,,,2025-06-02 00:27:56,2025-06-01 15:27:58,山下　比佐暢,ヤマシタ　ヒサノブ
C200003500,2025,地域社会とメディア,対話のプラットフォームをつくる,社会学部,2年次～4年次,深草,前期　火４(C237),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:27:57,2025-06-01 15:27:58,宗田　勝也,ソウダ　カツヤ
C200003600,2025,ビデオ制作演習Ⅰ,映像制作の基本を学ぶ,社会学部,2年次～4年次,深草,前期　金１(C205),2,,2025-06-02 00:27:57,2025-06-01 15:27:58,松浦　哲郎,マツウラ　テツオ
C200003700,2025,ビデオ制作演習Ⅱ,映像制作を発展的に学ぶ,社会学部,2年次～4年次,深草,後期　金１(C306),2,,2025-06-02 00:27:56,2025-06-01 15:27:58,松浦　哲郎,マツウラ　テツオ
C200003800,2025,メディア表現技法Ⅰ,メディアの本質を学ぶ,社会学部,2年次～4年次,深草,前期　木４(C246),2,,2025-06-02 00:28:38,2025-06-01 15:28:39,松浦　哲郎,マツウラ　テツオ
C200003900,2025,,,,,,,,,2025-06-01 22:41:54,2025-06-01 13:41:54,,
C200004000,2025,キャリアプランニング論,自分軸を考える,社会学部,3年次～4年次,深草,前期　木２(C213),2,"キャリア形成科目：進路選択支援科目（進路選択を支援する教育）です。
学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:28:41,2025-06-01 15:28:48,植田　香代子,ウエダ　カヨコ
C200004100,2025,キャリアプランニング論,自分軸を考える,社会学部,3年次～4年次,深草,前期　木３(C226),2,"キャリア形成科目：進路選択支援科目（進路選択を支援する教育）です。
学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:28:47,2025-06-01 15:28:49,植田　香代子,ウエダ　カヨコ
C200004200,2025,クラブ活動演習Ｂ,,社会学部,1年次～4年次,深草,後期　集中(C385),2,,2025-06-02 00:28:47,2025-06-01 15:28:49,大西　孝之,オオニシ　タカユキ
C200004300,2025,スポーツマネジメント演習,FIFAワールドカップのビジネス,社会学部,3年次～4年次,深草,前期　金２(C207),2,,2025-06-02 00:28:47,2025-06-01 15:28:48,大西　孝之,オオニシ　タカユキ
C200004400,2025,スポーツマネジメント論,スポーツ組織をマネジメントする,社会学部,3年次～4年次,深草,前期　水２(C212),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:28:48,2025-06-01 15:28:49,大西　孝之,オオニシ　タカユキ
C200004600,2025,デジタルメディア論Ⅰ,「高度情報化」から理解する現代社会,社会学部,2年次～4年次,深草,前期　水２(C215),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:28:47,2025-06-01 15:28:49,築地　達郎,ツキジ　タツオ
C200004700,2025,デジタルメディア論Ⅱ,高度情報社会を批判的に読み解く,社会学部,3年次～4年次,深草,後期　水２(C317),2,,2025-06-02 00:28:47,2025-06-01 15:28:49,築地　達郎,ツキジ　タツオ
C200004701,2025,デジタルメディア論Ⅱ,高度情報社会を批判的に読み解く,社会学部,2年次～4年次,深草,後期　水２(C318),2,,2025-06-02 00:29:27,2025-06-01 15:29:31,築地　達郎,ツキジ　タツオ
C200004800,2025,,,,,,,,,2025-06-01 22:43:02,2025-06-01 13:43:02,,
C200004900,2025,,,,,,,,,2025-06-01 22:43:53,2025-06-01 13:43:53,,
C200005000,2025,報道写真入門,,社会学部,2年次～4年次,深草,後期　木４(C348),2,,2025-06-02 00:29:31,2025-06-01 15:29:36,中村　真一郎,ナカムラ　シンイチロウ
C200005100,2025,リスクマネジメント,現代社会におけるリスクマネジメント：理論と実践,社会学部,2年次～4年次,深草,前期　水４(C204),2,,2025-06-02 00:29:31,2025-06-01 15:29:36,中野　有,ナカノ　タモツ
C200005300,2025,世界とメディア,世界の動きを解読する。グローバルなメディア・リテラシーを習得する,社会学部,3年次～4年次,深草,前期　水３(C210),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:29:34,2025-06-01 15:29:37,中野　有,ナカノ　タモツ
C200005400,2025,仏教福祉活動論,地域社会における仏教の役割,社会学部,3年次～4年次,深草,前期　火２(C213),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:29:37,2025-06-01 15:29:41,長崎　陽子,ナガサキ　ヨウコ
C200005500,2025,メンタルトレーニング,応用スポーツ心理学、コーチング,社会学部,2年次～4年次,深草,後期　火４(C339),2,,2025-06-02 00:29:36,2025-06-01 15:29:40,渡辺　英児,ワタナベ　エイジ
C200005600,2025,,,,,,,,,2025-06-01 22:44:14,2025-06-01 13:44:14,,
C200005800,2025,コミュニティマネジメント入門,社会学の基礎を学ぶ,社会学部,1年次～4年次,深草,前期　水２(C211),2,,2025-06-02 00:29:38,2025-06-01 15:29:41,渡邉　悟史,ワタナベ　サトシ
C200005900,2025,まちづくり論,,社会学部,2年次～4年次,深草,後期　火４(C338),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:29:42,2025-06-01 15:29:45,渡邉　悟史,ワタナベ　サトシ
C200006000,2025,語りから未来を紡ぐ,,社会学部,1年次～4年次,深草,後期　月５(C307),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）",2025-06-02 00:30:12,2025-06-01 15:30:12,塩見　翔,シオミ　ショウ
C200006100,2025,質的調査法,,社会学部,2年次～4年次,深草,前期　火３(C210),2,,2025-06-02 00:30:41,2025-06-01 15:30:42,塩見　翔,シオミ　ショウ
C200006200,2025,報道論Ⅰ,ニュースがどのように伝えられるかを学ぶ,社会学部,2年次～4年次,深草,前期　水２(C227),2,ＣＭ２年次配当,2025-06-02 00:30:41,2025-06-01 15:30:42,藤田　悟,フジタ　サトル
C200006300,2025,,,,,,,,,2025-06-02 00:30:41,2025-06-01 15:30:42,藤田　悟,フジタ　サトル
C200006400,2025,報道論Ⅱ,報道の役割や意味について理解を深める,社会学部,2年次～4年次,深草,後期　水２(C329),2,,2025-06-02 00:30:41,2025-06-01 15:30:42,藤田　悟,フジタ　サトル
C200006401,2025,報道論Ⅱ,報道の役割や意味について理解を深める,社会学部,3年次～4年次,深草,後期　水２(C330),2,"学部共通講義（コミュニティマネジメント学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・現代福祉学科）
社会、現代福祉、３年次配当",2025-06-02 00:30:41,2025-06-01 15:30:42,藤田　悟,フジタ　サトル
C200006900,2025,,,,,,,,,2025-06-01 22:45:59,2025-06-01 13:45:59,,
C200007000,2025,,,,,,,,,2025-06-01 22:46:00,2025-06-01 13:46:00,,
C200007100,2025,,,,,,,,,2025-06-01 22:46:00,2025-06-01 13:46:00,,
C200007200,2025,ジャーナリズム史,日中韓の近代と新聞,社会学部,1年次～4年次,深草,前期　水２(C223),2,ＣＭ１年次配当,2025-06-02 00:30:41,2025-06-01 15:30:42,李　相哲,リ　ソウテツ
C200007300,2025,,,,,,,,,2025-06-01 22:46:59,2025-06-01 13:46:59,,
